PERSON_NUMBER;PERSON_NUMBER_ADD;SURNAME;FIRST_NAME;MIDDLE_NAME;MANAGER_FULL_NAME;POSITION_NAME;TB_CODE;GOSB_CODE;BUSINESS_BLOCK;PRIORITY_TYPE;KPK_CODE;KPK_NAME;ROLE_CODE;UCH_CODE;GENDER;ORG_UNIT_CODE
85006653364414537697;85006653364414537697;Кузнецова;Елена;Романовна;Волков Андрей Викторович;Руководитель группы;03;4367;Корпоративный;1;00001306;КПК Центр;R011;1;2;03436700
73750044081071485529;73750044081071485529;Павлов;Ярослав;Аркадьевич;Киселев Антон Александрович;Менеджер;03;7094;Корпоративный;0;00001307;КПК Центр;R008;1;1;03709400
48648457375542026198;48648457375542026198;Виноградова;Софья;Аркадьевна;Голубева Юлия Викторовна;Консультант;09;961409;Корпоративный;0;00001308;КПК Восток;R005;0;2;09961409
71394711697120457170;71394711697120457170;Богданов;Степан;Олегович;Морозова Юлия Георгиевна;Эксперт;10;767593;Операционный;1;00001309;КПК Центр;R003;0;1;10767593
65898309309964522699;65898309309964522699;Егорова;Марина;Сергеевна;Соколова Вера Вячеславовна;Разработчик;09;138538;Розничный;0;00001310;КПК Центр;R011;0;2;09138538
20700542972973534851;20700542972973534851;Виноградов;Дмитрий;Валерьевич;Куликова Наталья Владимировна;Менеджер;10;303288;Финансы;0;00001311;КПК Восток;R009;0;1;10303288
49171684438840980767;49171684438840980767;Федоров;Владимир;Денисович;Киселев Аркадий Аркадьевич;Главный специалист;02;8208;не участник;1;00001312;КПК Центр;R001;0;1;02820800
99230251235646257959;99230251235646257959;Орлова;Ева;Аркадьевна;Соколова Арина Павловна;Ведущий специалист;01;829388;Розничный;0;00001313;КПК Север;R008;1;2;01829388
68128942184358108633;68128942184358108633;Егоров;Аркадий;Владимирович;Ильина Ксения Константиновна;Руководитель группы;06;8991;Розничный;0;00001314;КПК Восток;R006;1;1;06899100
58410397042606292737;58410397042606292737;Лебедев;Петр;Вадимович;Новиков Дмитрий Константинович;Эксперт;11;820639;Операционный;1;00001315;КПК Центр;R001;1;1;11820639
38914798246319476732;38914798246319476732;Баранова;Диана;Владимировна;Козлова Ольга Витальевна;Разработчик;10;351830;Розничный;1;00001316;КПК Юг;R010;1;2;10351830
69799550661281948440;69799550661281948440;Киселев;Вадим;Иванович;Беляев Артем Александрович;Менеджер;06;2060;не участник;0;00001317;КПК Центр;R010;1;1;06206000
56409949127405786892;56409949127405786892;Морозов;Владимир;Юрьевич;Кузьмин Валерий Алексеевич;Начальник отдела;05;4064;Технологии;1;00001318;КПК Север;R009;0;1;05406400
77096200755043739878;77096200755043739878;Беляева;Кристина;Семёновна;Петров Михаил Вадимович;Консультант;03;2291;Финансы;1;00001319;КПК Север;R005;1;2;03229100
37434969795517551123;37434969795517551123;Орлов;Глеб;Тимурович;Петрова Марина Михайловна;Разработчик;09;779936;Финансы;1;00001320;КПК Центр;R001;1;1;09779936
29230179224958615517;29230179224958615517;Воробьева;Татьяна;Витальевна;Соколова Алина Сергеевна;Разработчик;04;8073;Розничный;1;00001321;КПК Юг;R009;1;2;04807300
97943816748422268026;97943816748422268026;Морозова;Вероника;Игоревна;Соколов Михаил Павлович;Ведущий специалист;06;4608;Финансы;0;00001322;КПК Юг;R007;0;2;06460800
26808059676365962638;26808059676365962638;Комаров;Иван;Олегович;Новикова Кристина Алексеевна;Начальник отдела;04;9784;Финансы;0;00001323;КПК Запад;R011;1;1;04978400
53865614732401125962;53865614732401125962;Морозов;Георгий;Владимирович;Беляев Руслан Тимурович;Начальник отдела;01;514366;Финансы;1;00001324;КПК Центр;R009;1;1;01514366
81425082831385174722;81425082831385174722;Зайцев;Владимир;Иванович;Куликова Ева Вадимовна;Эксперт;02;1794;Операционный;1;00001325;КПК Юг;R006;0;1;02179400
72167362981416919343;72167362981416919343;Лебедев;Вадим;Викторович;Кузьмина Юлия Георгиевна;Разработчик;11;948137;Корпоративный;0;00001326;КПК Юг;R004;0;1;11948137
70593856372633990874;70593856372633990874;Васильев;Артем;Артемович;Андреева Дарья Юрьевна;Эксперт;07;796758;Розничный;1;00001327;КПК Запад;R001;1;1;07796758
22990241265019783002;22990241265019783002;Куликова;Ева;Романовна;Киселев Антон Дмитриевич;Консультант;01;483719;Операционный;1;00001328;КПК Запад;R006;0;2;01483719
25970593090447023002;25970593090447023002;Волкова;Ольга;Дмитриевна;Смирнов Валерий Аркадьевич;Разработчик;01;232363;Корпоративный;0;00001329;КПК Север;R001;0;2;01232363
25849751448734972948;25849751448734972948;Кузнецова;Екатерина;Фёдоровна;Егорова Вера Николаевна;Ведущий специалист;05;5888;не участник;1;00001330;КПК Восток;R005;0;2;05588800
00138291933917927820;00138291933917927820;Козлова;Ксения;Дмитриевна;Виноградова Виктория Петровна;Разработчик;03;4776;Технологии;1;00001331;КПК Центр;R011;0;2;03477600
93227019964624933711;93227019964624933711;Кузьмин;Владимир;Юрьевич;Соколов Егор Игоревич;Начальник отдела;10;964032;Финансы;1;00001332;КПК Восток;R006;0;1;10964032
34356065314370265287;34356065314370265287;Ковалев;Иван;Дмитриевич;Гусев Валерий Дмитриевич;Менеджер;02;3964;Технологии;0;00001333;КПК Юг;R003;0;1;02396400
57712141948870160574;57712141948870160574;Тарасова;Светлана;Константиновна;Титова Диана Аркадьевна;Разработчик;06;2421;не участник;0;00001334;КПК Север;R004;1;2;06242100
15524053587087631679;15524053587087631679;Васильев;Виталий;Викторович;Смирнов Антон Михайлович;Менеджер;04;9364;Корпоративный;0;00001335;КПК Центр;R005;1;1;04936400
77338938472656281871;77338938472656281871;Андреев;Степан;Андреевич;Воробьев Сергей Константинович;Руководитель группы;11;334526;Финансы;0;00001336;КПК Центр;R008;1;1;11334526
03038961508909891875;03038961508909891875;Соколов;Петр;Олегович;Голубева Кристина Константиновна;Консультант;05;4617;Технологии;0;00001337;КПК Центр;R011;1;1;05461700
22450242721858961707;22450242721858961707;Попов;Дмитрий;Витальевич;Зайцева Светлана Григорьевна;Главный специалист;05;2906;Корпоративный;0;00001338;КПК Запад;R006;1;1;05290600
09533831302548587944;09533831302548587944;Макарова;Алиса;Вячеславовна;Волкова Анна Викторовна;Бизнес-архитектор;05;4896;Корпоративный;1;00001339;КПК Запад;R001;1;2;05489600
42419762326670524737;42419762326670524737;Смирнов;Валерий;Владимирович;Лебедева Анастасия Дмитриевна;Руководитель группы;04;1556;Розничный;0;00001340;КПК Запад;R003;0;1;04155600
55176193681543144830;55176193681543144830;Кудрявцева;Полина;Константиновна;Орлова Милана Семёновна;Разработчик;11;521015;Финансы;0;00001341;КПК Запад;R010;1;2;11521015
14084494305994439392;14084494305994439392;Макаров;Владимир;Дмитриевич;Воробьев Вадим Валерьевич;Начальник отдела;01;981850;Операционный;1;00001342;КПК Север;R011;1;1;01981850
23306124249044929942;23306124249044929942;Козлова;Кристина;Дмитриевна;Беляева Юлия Игоревна;Начальник отдела;10;160479;Розничный;1;00001343;КПК Север;R001;0;2;10160479
31677820696890589304;31677820696890589304;Титова;Елизавета;Николаевна;Козлов Иван Дмитриевич;Менеджер;09;366368;Операционный;0;00001344;КПК Юг;R006;1;2;09366368
45299597401782656064;45299597401782656064;Соловьёва;Мария;Вадимовна;Титов Аркадий Георгиевич;Главный специалист;08;620308;Операционный;0;00001345;КПК Юг;R005;1;2;08620308
67252307458072524919;67252307458072524919;Баранов;Аркадий;Денисович;Смирнова Ева Валерьевна;Руководитель группы;08;442338;Финансы;1;00001346;КПК Юг;R002;0;1;08442338
44023800872206328859;44023800872206328859;Новикова;Марина;Викторовна;Голубев Роман Павлович;Начальник отдела;06;5141;Розничный;0;00001347;КПК Север;R006;1;2;06514100
57707825634938291545;57707825634938291545;Киселева;Алина;Павловна;Богданова Ксения Михайловна;Бизнес-архитектор;11;258575;Розничный;1;00001348;КПК Центр;R009;1;2;11258575
51885863998064929697;51885863998064929697;Семенов;Максим;Фёдорович;Воробьева Софья Алексеевна;Руководитель группы;06;6365;не участник;0;00001349;КПК Восток;R001;1;1;06636500
41673639744335075604;41673639744335075604;Сидорова;Милана;Семёновна;Егорова Арина Дмитриевна;Разработчик;03;8002;Розничный;1;00001350;КПК Центр;R006;0;2;03800200
60456449892386190234;60456449892386190234;Сидорова;Елена;Игоревна;Андреева Кристина Аркадьевна;Бизнес-архитектор;03;4279;Финансы;1;00001351;КПК Центр;R004;0;2;03427900
61967466365837497705;61967466365837497705;Васильева;Дарья;Викторовна;Гусева Юлия Олеговна;Разработчик;07;117589;Розничный;0;00001352;КПК Восток;R009;1;2;07117589
95009694938550803903;95009694938550803903;Морозова;Мария;Аркадьевна;Титова Ева Андреевна;Консультант;04;3045;Технологии;1;00001353;КПК Центр;R001;1;2;04304500
58698742175320008452;58698742175320008452;Кудрявцев;Константин;Григорьевич;Баранов Аркадий Вадимович;Ведущий специалист;07;703002;Корпоративный;0;00001354;КПК Центр;R007;1;1;07703002
47939799040026071779;47939799040026071779;Попова;Вероника;Степановна;Белов Александр Вадимович;Бизнес-архитектор;10;494308;не участник;0;00001355;КПК Восток;R010;0;2;10494308
21070570124140413756;21070570124140413756;Лебедева;Татьяна;Игоревна;Федоров Глеб Валерьевич;Главный специалист;08;506446;Операционный;1;00001356;КПК Восток;R007;1;2;08506446
30743903874049588598;30743903874049588598;Кузнецова;Милана;Валерьевна;Павлов Ярослав Георгиевич;Бизнес-архитектор;09;592792;Корпоративный;0;00001357;КПК Центр;R001;1;2;09592792
77402266531080953598;77402266531080953598;Попов;Сергей;Иванович;Орлова Алина Петровна;Ведущий специалист;07;119436;Операционный;1;00001358;КПК Центр;R007;0;1;07119436
29693091402952113960;29693091402952113960;Орлова;Ольга;Петровна;Беляева Екатерина Константиновна;Эксперт;09;559991;Корпоративный;0;00001359;КПК Север;R007;0;2;09559991
32470525499078887722;32470525499078887722;Козлова;Виктория;Павловна;Виноградова Анастасия Денисовна;Начальник отдела;05;6802;Финансы;1;00001360;КПК Восток;R011;1;2;05680200
29935487468106321602;29935487468106321602;Титова;Юлия;Романовна;Егоров Владимир Георгиевич;Начальник отдела;01;619152;Финансы;1;00001361;КПК Восток;R008;0;2;01619152
48948246496070151541;48948246496070151541;Васильев;Филипп;Игоревич;Павлова Полина Андреевна;Аналитик;02;4504;Корпоративный;0;00001362;КПК Восток;R011;1;1;02450400
07863431363987130811;07863431363987130811;Макарова;Диана;Викторовна;Кузьмин Андрей Витальевич;Эксперт;04;4130;Розничный;0;00001363;КПК Север;R004;1;2;04413000
16289278951896707500;16289278951896707500;Кузьмин;Владимир;Романович;Кузнецов Виктор Григорьевич;Главный специалист;11;568300;не участник;1;00001364;КПК Центр;R007;1;1;11568300
08694658300460872864;08694658300460872864;Орлов;Петр;Аркадьевич;Морозова Ксения Николаевна;Ведущий специалист;11;712190;Розничный;0;00001365;КПК Восток;R004;1;1;11712190
91078822082346628395;91078822082346628395;Иванов;Александр;Юрьевич;Орлова Екатерина Аркадьевна;Менеджер;09;857544;Финансы;0;00001366;КПК Центр;R009;1;1;09857544
35083263091883466216;35083263091883466216;Титова;Кристина;Николаевна;Воробьева Светлана Витальевна;Бизнес-архитектор;03;2699;Технологии;0;00001367;КПК Юг;R010;1;2;03269900
36750560463802282304;36750560463802282304;Морозова;Олеся;Романовна;Орлова Олеся Григорьевна;Аналитик;02;5295;Финансы;1;00001368;КПК Центр;R001;0;2;02529500
57297448928016460061;57297448928016460061;Кузнецова;Наталья;Олеговна;Соколова Алина Валерьевна;Аналитик;05;3552;Розничный;1;00001369;КПК Запад;R001;1;2;05355200
81304158815137566494;81304158815137566494;Воробьев;Степан;Павлович;Андреева Виктория Михайловна;Ведущий специалист;10;189148;Розничный;1;00001370;КПК Юг;R006;1;1;10189148
93939079699337671531;93939079699337671531;Федоров;Егор;Викторович;Голубев Артем Иванович;Эксперт;06;5293;Операционный;1;00001371;КПК Юг;R002;0;1;06529300
28218674158429635823;28218674158429635823;Смирнова;Екатерина;Алексеевна;Васильев Валерий Сергеевич;Консультант;10;583787;Корпоративный;0;00001372;КПК Восток;R010;1;2;10583787
16853251415471303394;16853251415471303394;Зайцев;Сергей;Георгиевич;Белов Дмитрий Аркадьевич;Эксперт;01;603879;Розничный;0;00001373;КПК Запад;R006;1;1;01603879
36003858991443373298;36003858991443373298;Беляева;Елизавета;Александровна;Комаров Иван Владимирович;Бизнес-архитектор;11;568203;Корпоративный;1;00001374;КПК Север;R008;0;2;11568203
83945026021924060912;83945026021924060912;Ковалев;Виктор;Романович;Титова Алёна Степановна;Начальник отдела;06;8910;Розничный;0;00001375;КПК Центр;R009;1;1;06891000
75076427142116743373;75076427142116743373;Кудрявцева;Елизавета;Михайловна;Беляева Ксения Вадимовна;Руководитель группы;03;5845;не участник;1;00001376;КПК Юг;R008;1;2;03584500
11554953430496640153;11554953430496640153;Павлова;Софья;Тимуровна;Петров Руслан Романович;Консультант;03;2554;не участник;0;00001377;КПК Запад;R005;0;2;03255400
30276527632856257483;30276527632856257483;Макарова;Дарья;Олеговна;Лебедева Анна Вадимовна;Разработчик;10;786333;Операционный;1;00001378;КПК Запад;R001;1;2;10786333
46242015793860127536;46242015793860127536;Иванова;Екатерина;Тимуровна;Кузьмина Наталья Вячеславовна;Эксперт;09;262470;не участник;0;00001379;КПК Запад;R008;1;2;09262470
70914166627272392694;70914166627272392694;Орлов;Антон;Тимурович;Козлов Сергей Григорьевич;Разработчик;04;2224;Технологии;1;00001380;КПК Восток;R009;0;1;04222400
11020594955245386092;11020594955245386092;Морозова;Екатерина;Николаевна;Орлов Егор Дмитриевич;Аналитик;04;8940;Корпоративный;0;00001381;КПК Север;R004;0;2;04894000
00799271482236356142;00799271482236356142;Голубева;Кристина;Тимуровна;Ильин Максим Олегович;Бизнес-архитектор;08;737579;не участник;0;00001382;КПК Восток;R009;0;2;08737579
27023168677847361011;27023168677847361011;Комарова;Елена;Тимуровна;Морозова Наталья Сергеевна;Разработчик;07;120313;Технологии;1;00001383;КПК Юг;R003;1;2;07120313
33291480992607501418;33291480992607501418;Васильева;Ева;Романовна;Орлов Дмитрий Иванович;Консультант;05;2399;Финансы;1;00001384;КПК Восток;R009;0;2;05239900
38184239557216457778;38184239557216457778;Гусев;Даниил;Михайлович;Попова Василиса Викторовна;Эксперт;09;269136;Финансы;0;00001385;КПК Центр;R009;1;1;09269136
22830380223054506387;22830380223054506387;Комаров;Виктор;Алексеевич;Ковалева Екатерина Михайловна;Разработчик;11;675772;не участник;0;00001386;КПК Запад;R002;1;1;11675772
68031148612483591981;68031148612483591981;Соловьёва;Татьяна;Дмитриевна;Морозова Алёна Ивановна;Консультант;07;674245;не участник;1;00001387;КПК Север;R002;0;2;07674245
77402947868015772402;77402947868015772402;Воробьева;Софья;Семёновна;Семенова Диана Аркадьевна;Консультант;05;2906;Корпоративный;0;00001388;КПК Юг;R011;0;2;40394210
58243920871762243282;58243920871762243282;Козлов;Дмитрий;Романович;Андреева Олеся Романовна;Аналитик;08;491004;Корпоративный;1;00001389;КПК Юг;R010;0;1;08491004
27440149055144152053;27440149055144152053;Белов;Валерий;Константинович;Белов Владимир Олегович;Руководитель группы;04;6833;не участник;1;00001390;КПК Восток;R007;1;1;04683300
80644888292253019047;80644888292253019047;Киселев;Егор;Михайлович;Богданова Татьяна Григорьевна;Ведущий специалист;09;505216;Корпоративный;1;00001391;КПК Центр;R002;0;1;09505216
97107502906867364482;97107502906867364482;Ильин;Ярослав;Александрович;Козлов Петр Фёдорович;Главный специалист;08;362298;Технологии;0;00001392;КПК Восток;R005;0;1;08362298
67461174254818588739;67461174254818588739;Воробьева;Алиса;Александровна;Семенов Андрей Вадимович;Ведущий специалист;08;772958;Корпоративный;1;00001393;КПК Центр;R003;1;2;08772958
03256683660064169418;03256683660064169418;Сидоров;Вадим;Дмитриевич;Федоров Виктор Тимурович;Ведущий специалист;08;848386;Розничный;0;00001394;КПК Юг;R002;0;1;08848386
16093861094057731195;16093861094057731195;Титов;Виктор;Сергеевич;Лебедева Ева Андреевна;Разработчик;04;3872;Корпоративный;1;00001395;КПК Север;R003;1;1;04387200
04638824410512890875;04638824410512890875;Макарова;Ева;Аркадьевна;Орлов Антон Александрович;Начальник отдела;05;9867;Корпоративный;0;00001396;КПК Центр;R001;1;2;05986700
48895125339829383639;48895125339829383639;Киселев;Михаил;Георгиевич;Козлов Петр Дмитриевич;Разработчик;05;7677;Корпоративный;0;00001397;КПК Юг;R011;1;1;05767700
51939802621998443860;51939802621998443860;Андреева;Анна;Игоревна;Баранова Анастасия Степановна;Главный специалист;09;490816;не участник;1;00001398;КПК Юг;R003;1;2;09490816
21762642835234465627;21762642835234465627;Федоров;Степан;Михайлович;Куликова Арина Игоревна;Разработчик;03;5620;Технологии;0;00001399;КПК Север;R004;1;1;03562000
60530860010615966076;60530860010615966076;Макаров;Аркадий;Валерьевич;Беляев Иван Георгиевич;Бизнес-архитектор;02;1221;Розничный;1;00001400;КПК Восток;R005;0;1;02122100
83904577280351806149;83904577280351806149;Титова;Юлия;Дмитриевна;Ковалев Степан Валерьевич;Консультант;02;4031;не участник;0;00001401;КПК Восток;R011;1;2;02403100
97589524073734628402;97589524073734628402;Семенова;Ксения;Владимировна;Егоров Антон Семенович;Менеджер;06;7630;Финансы;0;00001402;КПК Запад;R004;0;2;06763000
10185593245228007654;10185593245228007654;Воробьев;Роман;Андреевич;Орлов Артем Петрович;Начальник отдела;11;600811;не участник;1;00001403;КПК Юг;R002;0;1;11600811
83171464201294775044;83171464201294775044;Зайцева;Татьяна;Ивановна;Богданов Петр Константинович;Аналитик;09;545889;Финансы;0;00001404;КПК Восток;R003;0;2;09545889
01119290913834783678;01119290913834783678;Орлов;Иван;Андреевич;Богданова Диана Аркадьевна;Начальник отдела;03;5343;Операционный;0;00001405;КПК Восток;R003;0;1;03534300
40255809258113647779;40255809258113647779;Соколова;Алина;Семёновна;Голубев Дмитрий Михайлович;Аналитик;07;846117;Технологии;0;00001406;КПК Юг;R002;1;2;07846117
44529097891098849993;44529097891098849993;Кузнецова;Милана;Павловна;Белов Егор Алексеевич;Начальник отдела;07;848258;не участник;0;00001407;КПК Запад;R006;0;2;07848258
15886204562479418656;15886204562479418656;Куликова;Василиса;Георгиевна;Морозов Олег Петрович;Менеджер;06;6331;Операционный;1;00001408;КПК Центр;R002;1;2;06633100
49703360870442735874;49703360870442735874;Смирнова;Софья;Владимировна;Кузнецов Алексей Романович;Консультант;11;782754;Финансы;0;00001409;КПК Центр;R009;1;2;11782754
42733323417021043321;42733323417021043321;Богданов;Вадим;Денисович;Новикова Василиса Павловна;Эксперт;07;498087;Финансы;1;00001410;КПК Запад;R007;1;1;07498087
79762264734266393117;79762264734266393117;Морозова;Кристина;Владимировна;Козлова Алиса Дмитриевна;Разработчик;02;3124;Финансы;0;00001411;КПК Центр;R003;1;2;02312400
03957947262364629378;03957947262364629378;Титов;Тимур;Георгиевич;Петрова Анна Григорьевна;Бизнес-архитектор;05;8071;Корпоративный;1;00001412;КПК Север;R006;0;1;05807100
86631442905543792857;86631442905543792857;Белова;Екатерина;Витальевна;Голубев Даниил Вадимович;Главный специалист;11;173626;Финансы;1;00001413;КПК Запад;R003;1;2;11173626
80520281290153416782;80520281290153416782;Богданов;Владимир;Юрьевич;Белова Кристина Алексеевна;Аналитик;05;5064;Технологии;0;00001414;КПК Восток;R011;0;1;05506400
98574303243223255844;98574303243223255844;Васильев;Даниил;Витальевич;Комарова Кристина Аркадьевна;Ведущий специалист;02;4384;не участник;0;00001415;КПК Юг;R011;1;1;02438400
05233909585910878905;05233909585910878905;Павлова;Анастасия;Артёмовна;Федоров Константин Романович;Главный специалист;09;584319;Корпоративный;0;00001416;КПК Центр;R008;1;2;09584319
50789183981050369599;50789183981050369599;Сидорова;Анастасия;Павловна;Виноградов Никита Георгиевич;Начальник отдела;08;878986;Операционный;0;00001417;КПК Запад;R006;0;2;08878986
08634335097122958631;08634335097122958631;Куликов;Максим;Игоревич;Беляева Алиса Вадимовна;Главный специалист;02;2040;Технологии;1;00001418;КПК Запад;R005;0;1;02204000
70346036994185717409;70346036994185717409;Баранова;Алина;Семёновна;Волкова Анастасия Константиновна;Разработчик;11;725887;Операционный;0;00001419;КПК Восток;R006;1;2;11725887
56285265107704734740;56285265107704734740;Белов;Максим;Иванович;Петров Глеб Юрьевич;Консультант;04;8018;Финансы;0;00001420;КПК Восток;R011;1;1;04801800
21958001283672144471;21958001283672144471;Соловьёв;Глеб;Петрович;Кудрявцева Полина Игоревна;Консультант;01;114694;Технологии;0;00001421;КПК Запад;R001;0;1;01114694
35471992176044848762;35471992176044848762;Волков;Вадим;Тимурович;Баранов Аркадий Викторович;Начальник отдела;05;8044;не участник;1;00001422;КПК Запад;R007;1;1;05804400
00740755945264110528;00740755945264110528;Киселева;Мария;Тимуровна;Кузьмин Вадим Константинович;Консультант;06;4943;Технологии;1;00001423;КПК Восток;R006;0;2;06494300
54154669868858562361;54154669868858562361;Новиков;Виктор;Григорьевич;Куликов Михаил Михайлович;Менеджер;01;793032;не участник;0;00001424;КПК Запад;R010;0;1;01793032
88802680837045219955;88802680837045219955;Павлов;Антон;Артемович;Кузнецова Вера Александровна;Консультант;05;1332;не участник;0;00001425;КПК Север;R009;1;1;05133200
19512154856203240505;19512154856203240505;Петров;Артем;Алексеевич;Голубев Георгий Фёдорович;Аналитик;03;1143;не участник;1;00001426;КПК Юг;R004;0;1;03114300
43154609045251643156;43154609045251643156;Васильев;Степан;Семенович;Петров Степан Денисович;Аналитик;10;719726;Розничный;1;00001427;КПК Юг;R005;0;1;10719726
27920441840546429039;27920441840546429039;Беляева;Анастасия;Николаевна;Петрова Елена Вадимовна;Менеджер;10;868839;Операционный;1;00001428;КПК Центр;R010;0;2;10868839
48364245622184762341;48364245622184762341;Волков;Константин;Георгиевич;Васильева Софья Григорьевна;Консультант;07;948649;Финансы;1;00001429;КПК Запад;R003;1;1;07948649
53391271531620034426;53391271531620034426;Петрова;Диана;Валерьевна;Комарова Ева Григорьевна;Эксперт;09;615696;не участник;0;00001430;КПК Юг;R008;0;2;09615696
71996364334316727445;71996364334316727445;Титов;Владимир;Михайлович;Беляева Вера Викторовна;Главный специалист;04;2530;Финансы;0;00001431;КПК Центр;R010;0;1;04253000
72609531085838806358;72609531085838806358;Киселев;Филипп;Андреевич;Иванова Милана Павловна;Менеджер;04;1114;не участник;0;00001432;КПК Север;R009;0;1;04111400
94780213854699711774;94780213854699711774;Кузьмин;Никита;Вадимович;Воробьева Анна Петровна;Руководитель группы;08;590891;Технологии;1;00001433;КПК Центр;R006;0;1;08590891
85927435009177727502;85927435009177727502;Кузнецова;Елизавета;Николаевна;Кузьмина Кристина Вадимовна;Начальник отдела;05;3579;Розничный;0;00001434;КПК Север;R001;0;2;05357900
95866130773747388934;95866130773747388934;Соловьёв;Даниил;Олегович;Зайцев Максим Семенович;Менеджер;04;9501;Технологии;1;00001435;КПК Юг;R011;0;1;04950100
78108264647870174518;78108264647870174518;Виноградов;Алексей;Романович;Зайцев Андрей Владимирович;Ведущий специалист;05;2777;Технологии;1;00001436;КПК Юг;R006;1;1;05277700
41290784842102570040;41290784842102570040;Голубева;Мария;Александровна;Комарова Мария Андреевна;Разработчик;11;561015;Технологии;1;00001437;КПК Восток;R009;1;2;11561015
53001583035429333568;53001583035429333568;Попова;Валерия;Романовна;Иванов Дмитрий Павлович;Главный специалист;10;843555;Операционный;0;00001438;КПК Восток;R007;1;2;10843555
61825626379355719802;61825626379355719802;Козлова;Алёна;Георгиевна;Новиков Георгий Фёдорович;Аналитик;10;558284;не участник;0;00001439;КПК Центр;R007;0;2;10558284
45481028291813338024;45481028291813338024;Комаров;Константин;Михайлович;Васильев Аркадий Иванович;Консультант;04;2803;Операционный;1;00001440;КПК Восток;R006;0;1;04280300
84394386721061403498;84394386721061403498;Богданова;Ева;Константиновна;Сидоров Олег Фёдорович;Консультант;11;686171;Операционный;0;00001441;КПК Центр;R006;1;2;11686171
50782323050231013279;50782323050231013279;Петрова;Ольга;Фёдоровна;Кудрявцева Елена Игоревна;Консультант;06;8206;Технологии;0;00001442;КПК Юг;R001;0;2;06820600
91205356236099261706;91205356236099261706;Соловьёв;Степан;Константинович;Куликова Софья Андреевна;Менеджер;03;6861;Финансы;0;00001443;КПК Север;R009;0;1;03686100
99431284039940554811;99431284039940554811;Петров;Степан;Вадимович;Кузнецова Полина Игоревна;Главный специалист;04;2149;не участник;1;00001444;КПК Восток;R001;1;1;04214900
76568715802997127850;76568715802997127850;Тарасов;Владимир;Петрович;Орлов Глеб Фёдорович;Бизнес-архитектор;02;3363;Технологии;0;00001445;КПК Юг;R002;0;1;02336300
80543825484589705921;80543825484589705921;Петров;Руслан;Сергеевич;Козлов Валерий Вадимович;Аналитик;01;561095;Финансы;1;00001446;КПК Север;R008;0;1;01561095
74219085937196550019;74219085937196550019;Соловьёва;Вера;Игоревна;Михайлова Виктория Вячеславовна;Разработчик;04;3458;не участник;1;00001447;КПК Север;R002;0;2;71744228
55616863437472263950;55616863437472263950;Голубев;Олег;Тимурович;Михайлов Виктор Денисович;Начальник отдела;03;6671;Технологии;0;00001448;КПК Запад;R008;1;1;03667100
40201146432954309173;40201146432954309173;Ковалев;Роман;Александрович;Кузнецов Андрей Павлович;Ведущий специалист;01;622512;Технологии;0;00001449;КПК Запад;R001;1;1;01622512
39962687069520185955;39962687069520185955;Новиков;Артем;Вадимович;Киселев Валерий Петрович;Ведущий специалист;03;9997;Корпоративный;1;00001450;КПК Север;R004;0;1;03999700
82071725059903657930;82071725059903657930;Соколова;Милана;Артёмовна;Смирнов Ярослав Игоревич;Ведущий специалист;06;8567;Корпоративный;0;00001451;КПК Восток;R003;1;2;06856700
57147902726085807020;57147902726085807020;Егорова;Василиса;Михайловна;Баранова Вера Ивановна;Начальник отдела;01;442169;Розничный;0;00001452;КПК Запад;R009;0;2;01442169
15210336425709967613;15210336425709967613;Смирнов;Руслан;Валерьевич;Воробьев Роман Вячеславович;Бизнес-архитектор;01;944711;Операционный;0;00001453;КПК Центр;R010;1;1;01944711
32207593910085549899;32207593910085549899;Смирнова;Софья;Георгиевна;Кудрявцев Антон Валерьевич;Бизнес-архитектор;01;525516;Технологии;0;00001454;КПК Восток;R005;1;2;01525516
49751472618181549762;49751472618181549762;Лебедев;Владимир;Денисович;Соколов Михаил Олегович;Начальник отдела;07;470050;Финансы;1;00001455;КПК Восток;R003;1;1;07470050
78095401040810810073;78095401040810810073;Новикова;Анна;Артёмовна;Лебедева Юлия Фёдоровна;Начальник отдела;11;361653;не участник;1;00001456;КПК Восток;R011;1;2;11361653
91498624098342991754;91498624098342991754;Воробьева;Василиса;Романовна;Смирнов Тимур Артемович;Руководитель группы;04;8875;Корпоративный;1;00001457;КПК Север;R007;1;2;04887500
98985414255671387685;98985414255671387685;Гусев;Аркадий;Юрьевич;Зайцева Вероника Константиновна;Аналитик;09;456286;Розничный;0;00001458;КПК Восток;R010;0;1;09456286
62362710855780172688;62362710855780172688;Соловьёв;Руслан;Викторович;Михайлова Наталья Фёдоровна;Аналитик;06;1582;Корпоративный;0;00001459;КПК Центр;R005;1;1;06158200
74844220590149173526;74844220590149173526;Киселева;Юлия;Игоревна;Сидорова Елизавета Григорьевна;Разработчик;09;868845;Технологии;0;00001460;КПК Запад;R003;0;2;09868845
10651848985956210488;10651848985956210488;Кузнецов;Владимир;Тимурович;Ковалева Арина Петровна;Бизнес-архитектор;09;332349;Корпоративный;1;00001461;КПК Юг;R004;1;1;09332349
92824629366903761904;92824629366903761904;Виноградова;Мария;Вячеславовна;Ильина Ксения Павловна;Консультант;04;5620;Корпоративный;1;00001462;КПК Центр;R009;1;2;04562000
